مرأ , مرأني
شفع , الشفعة
شيع , والمشيع
قطط , يقطون
غضض , لغضيض
بوع , باعه
نحض , النحض
شيط , شاطا
حطط , حطا
قطط , قطط
بشط , تبشيطا
خفف , الخفخفة
بطط , والبطيط
عوض , وعوضه
غطط , غطه
شقظ , الشقيظ
قعع , وقعيقعان
وسع , وساعة
غمض , غمض
ريع , تريعإلى
رفع , ويرفع
ذفف , وذفذفعليه
حضض , حضوض
حوط , حائطا
فرض , بالفراض
شفع , شفعه
صوع , وصوع
وضع , الواضعة
شرع , تشرع
أبط , أرطاة
خلف , تخلف
زفف , زفوف
كظظ , كظا
جوف , لجوفي
زفف , كالزفزافة
خفف , فخففها
نحض , وانتحض
نوط , النائط
شيط , الشياطون
وسط , الواسط
أنف , أنفابضمتين
زفف , كالزفوف
غطط , غطغطت
خيط , خيطانا
عوض , أعواض
طوط , طوط
بيع , البائع
شمط , وشمطان
بيع , البيعان
قيظ , تقييظا
عرض , عارضة
ميط , إماطة
خيط , خياطا
ريع , وريوعا
حوط , حوطه
قبض , المقبض
غطط , انغط
طوع , الاستطواع
شرع , كشرعه
تيع , وتيعا
خضض , خضض
ورع , ورعاللص
تيع , كتيعه
شرع , والشرعة
سقط , تساقط
خضض , خضيض
حضض , يحضون
ضيع , ضياع
رفف , ورفرفمن
عيط , عيط
قبض , وقبضه
سفف , سفسفة
وضع , وضعالبعير
جوع , جياعا
ورع , وروعكقعود
وضع , وضععنه
غمض , الغامض
صلط , تصليطا
عضض , عضضته
خطط , بخط
نوط , نيطت
أبط , الآباط
ودع , الودعهقلت
مضض , مضه
عضض , العضيض
غضض , والغضيض
يقظ , فاستيقظت
حفف , حفوفيمع
عضض , فيعضه
نوط , نياطها
حوط , حيطان
ضيع , وضياعكعنب
ضبع , وضبوعا
طوع , طوعالضجيع
تيع , تاع
رفف , الرفيف
خوض , تخويضا
وزع , والأوزاع
كظظ , الكظاظا
يعط , تيعيطا
حفف , الحفوفولا
خضض , الخضخضة
غطط , والغطغطة
حطط , حططت
عوض , واعتاض
ضبع , ضابع
حفف , يحفهويرفه
غيض , الغضيض
عيط , وتعوطت
رفف , والرفراف
مضض , مضة
ولع , وأولعته
فضض , وفضفاضة
شرع , تشريعا
وسط , الوسط
أنف , أنفالماء
قيظ , والمقيظ
حفف , وحفافه
حطط , الحطة
نضض , ونضيضا
أبط , أراط
خيط , خيوطة
نوط , انتاط
ضبع , الأضبع
ضيع , المضيعما
بطط , والمبطة
وسط , وواسطا
سلطع , السلطوع
لطط , والألط
سفف , سفسافه
كظظ , واكتظه
قرع , واستقرعه
ريع , ريعان
ضيع , مضياعللمال
خطط , خطتان
شمط , أشمط
ولع , وليعه
ودع , ويدعها
عوض , والمعوضة
قبض , ليقبضني
شجع , شجعان
حيض , استحيضت
خطط , خطي
ولع , يولعولعا
قيظ , وقيظه
أبط , والتأبط
صقع , صوقعته
فضض , وفضه
رفف , والرفف
ضيع , ضياعافإلي
طوع , فطوعتله
جوف , وجوف
وكع , ووكوع
كظظ , مكاظة
نوط , النياط
خلف , واختلف
روض , الرياض
ذفف , وذفذفه
حضض , وحضا
نوط , نياط
بطط , البطيطة
روع , ترويعا
جوف , الأجوفان
نوط , نياطان
قرع , وقريعها
قطط , وأقطاط
دعع , ودعداعا
زفف , وزفزافة
قيظ , وقيوظا
عضض , عضضت
جفف , جفافا
طوع , طواعية
وفض , وفضا
وكع , والميكعة
سقط , سقاطا
جوع , جوعا
رضض , رضه
تيع , والتيعة
فضض , وفض
مضض , مضض
ذرع , مذرع
عضض , وعضاضا
ميط , وأمطت
حوط , الحوط
وسع , وواسعبن
جوع , يجوع
غيض , تغيضا
حوط , وأحوط
غيض , كأغاض
سقط , وساقط
ورع , بالورعإلى
غمض , غموض
بطط , والبطة
أنف , أنفها
عرض , الأعراض
سمط , وسميط
شطط , شطاطا
فضض , الفاضة
خرفع , الخرفع
قمط , تقميطا
يقظ , وأيقظت
أبط , والمتأبط
شجع , تشجعوا
عوض , واستعاضه
رفف , ارتفافا
خوض , كخوضهم
ذرع , فأذرع
نوط , ينوطه
ذفف , والذفوف
وشع , وشعبمعنى
خضض , وخضضها
خضض , الخضخض
حوط , يحيط
وشع , الوشائع
أبط , وأبيط
سمفع , واسميفع
قعع , قعقعه
روض , العروض
وكع , وكعتهالحية
جفف , وجفجف
وسع , الواسع
قعع , والقعقع
حطط , يحطوط
شمط , والشميط
يقظ , ويقظ
وضع , والواضعة
شيع , المشايعة
أنف , وأنفمنه
صوع , صوعالملك
رفع , ارتفعه
ضبع , أضبعا
قرع , كالقريع
قضض , قضقضه
طوع , وطوعة
يفع , يفعات
تيع , إتاعة
ربع , مربع
خيف , أخياف
روع , روعا
أنف , وأنفة
حضض , وحضض
قيظ , ومقيظ
وسع , وساع
حنط , والحنوط
شفع , يتشفع
تيع , متاعا
روع , فيروعهما
شرع , شراعة
شطط , والشطاط
جفف , تجفاف
عضض , يعض
روض , وارتاض
بيع , بعت
طوع , يتطوع
قعع , والقعقاع
لطط , نلطط
ورع , توريعا
وضع , وتضعا
ورط , تورطت
عوض , وعوضا
ليط , كلاوط
يقظ , يقظة
حوط , حوائط
كظظ , فاكتظ
طوع , التطوع
قيض , أقيضك
أبط , إبط
رجع , رجعا
سفف , أسففتالخوص
فيض , إفاضة
وسع , وسعرزقه
ضيع , والضيعة
ردف , بالردافى
لطط , والملطاط
يقظ , ويقظا
قبض , والقبضة
طوع , تطاوعلهذا
رفع , ورافع
مضض , مضني
وضع , وموضعا
خيط , وخيوط
سفف , السفسافمن
غضض , واغضض
وزع , الأوزاعي
عرض , يعرض
قيظ , كالقيظ
روع , رواع
بيع , بياعات
سفف , واستففته
قضض , قضة
فضض , فضة
رفف , رفيفة
سقط , سقط
ورع , والوريع
جفف , جفافهمن
خوض , خضت
ميط , وأمط
نضض , ونضيضتهم
خضض , وتخضخض
خضض , فخضخض
قضض , كأقض
ضيع , تضيع
رفع , فارتفع
روع , كروع
سوط , السوط
شجع , أشجع
طوع , طوعا
غمض , الأغماض
كظظ , والكظكظة
عوض , الأعواض
يفع , أيفاع
قيض , اقتياضا
شجع , الشجعة
قعع , وتقعقعبه
شطط , لشاطي
بيع , متبايعان
جفف , وجفافا
نوط , بنياطها
حضض , كحضضه
شيط , تشييطا
وقع , وقعتمن
ربع , ربيعة
أنف , الأنيف
مضض , ومضض
لطط , لطت
سفف , السفسف
خلف , خلفك
غضض , والغضوضة
خيف , خيفانة
خيف , خيفاء
حضض , الحضيض
شمط , والشمطوط
أنف , أنفكعنق
حطط , واحتطه
طوع , لطاوعه
خوض , مخاوضة
جوع , مجوع
حضض , حضيضتي
ضيع , ضيعا
شفع , الشفيع
ردف , للردافة
عرض , عرض
ودع , وودعه
خطط , خططت
عوض , عضت
رفع , رافع
ولع , مولعبه
خيف , بالخيفان
غمض , وأغماض
خيط , خيط
قرع , قرعا
قرع , قريع
وزع , موزعكمكرم
حطط , يحط
شيط , كشائط
بطط , أبط
رعف , ارتعفوا
خطط , كخط
سوط , أسواط
حطط , محطوطة
وسع , وسعهبيته
ودع , الودعةما
سقط , والسقطي
سوط , السويطاء
شيع , شيعهذا
شيع , مشيع
تيع , تيوعا
رفف , رفيفوذريف
قيظ , وقاظ
قيظ , قيظي
جوف , وجوفها
شيط , شيطا
وسط , واسط
شوط , وشيطها
مضض , وتمض
خطط , أخطط
سفف , سففتالماء
وسط , وسيط
وشع , يوشعبن
ألف , تأليفا
خضض , لخضخضته
روض , مروضا
غمض , وتغميض
ردف , وردفه
سقط , كاساقط
وكع , وكيع
رفف , والرفاف
كظظ , وتكاظوا
حطط , بالمحط
ولع , والعباب
زفف , وزفيفا
سوط , بالمسوط
ذرع , ذراعيه
شيع , أشياع
جفف , جففته
شيع , وشيعكم
خطط , أخطاط
حوط , الحائط
فرض , فراضها
رفف , رفرف
ودع , الودعة
مضض , المضة
شجع , والشجعة
قيض , كانقاض
فضض , يفضه
خطط , وخطة
شرع , يشرع
خيف , الخيفاءمن
سفف , سفيف
وزع , الأوزاع
غوط , غواط
خلف , وخلفتان
قيض , فاقتيض
حطط , حطائط
ولع , الولوع
قبض , وقبض
عرض , عروضه
غضض , الغضوضة
فرض , بفارض
حيض , وحيض
جوع , الجوعة
قضض , اقتضاض
روض , ريض
عضض , عضا
غضض , كالمغضوض
وكع , الوكاعة
سفف , سفسافها
فرض , فرائض
صوع , يصوعالكمي
رعف , مراعفك
جوع , وجوعى
قبض , ويقبضون
مضض , يمضه
نوط , انتاطت
ولع , وليعة
كظظ , يكظه
خلف , خلف
شمط , واشمط
فرض , كالفرضة
نضض , نضاضة
طوع , الطواعة
وشع , والوشوعفي
وقع , وقعربيع
رجع , رجوعا
ردف , وأرداف
رعف , راعف
جوع , كجوعه
ولع , ولع
جوع , جائع
حيض , حوائض
صوع , وصوعتالريح
قطط , والمقطة
سمط , كالسميط
ورط , واستورط
وضع , واضعة
وكع , وكعوكوع
ضبع , ضبعيك
عرض , بعرض
وسط , واسطه
غيض , والإغريض
جوع , الجوع
أخف , أخيف
ضيع , والضياععند
قيظ , للقيظ
حوط , حائط
سوط , ومسوط
ردف , كالمرتدف
حنط , حنوطا
كظظ , والكظيظ
شرع , أشراع
ضبع , نضبعا
خلف , الخلف
شطط , والشط
حضض , وحضوضى
ورط , فتورط
يقظ , اليقظة
سفف , سفسفه
خضض , خض
فضض , والفضض
وسط , متوسطة
ريع , ريعأرضك
جوع , المجاوع
خطط , الخط
زفف , زفزفته
جوع , ومجوعة
ذفف , ذفيف
وشع , الوشيعة
ربع , رباع
خوض , يخوضون
نحض , كانتحض
قطط , القاطط
عوض , والعائض
حضض , والتحاض
ذرع , ذراعه
حطط , حطوطى
غطط , غطيطا
حضض , والحضيض
ميط , يميط
تيع , يتيع
رفع , والرفاعة
قعع , إقعاعا
نوط , وانتاط
نضض , النضاض
شيط , مستشيطا
فيض , وفاضت
ثطط , والثطوطة
شمط , شماطيط
خلف , خلفان
حطط , والحطائط
فرض , بفرض
عضض , كعضيض
شطط , وشط
شفع , واستشفعت
شفع , شفع
حيض , مستحاضة
نضض , النضيضة
كظظ , كاظ
لوع , كاللولع
ردف , ردفه
قعع , وتقعقعت
لطط , لاط
قيظ , لقيظه
وسع , واستوسع
صوع , صواع
رجع , ارتجع
قضض , قضض
دعع , ودعدع
عضض , عضوض
وزع , يوزعونأي
حفف , حفوفا
غضض , غضاضا
قيظ , مقيظ
ضيع , ضويعة
غضض , وغضاضا
أبط , وتأبط
قرع , وقراعا
ضيع , ضيعهم
ودع , وادعين
شرع , شرع
ألف , ألافه
سفف , مسففويق
سقط , سقوطا
كظظ , مكظوظ
وزع , للأوزاع
قيظ , والمقيظة
ميط , ميط
عيط , والأعيط
قيظ , قيظا
جفف , الجفوف
حوط , واحتاط
ضبع , وضبعانا
سقط , سقاط
شجع , شجعات
شرع , وشرعهما
طوع , وطوع
زفف , لزفيفهافي
ذرع , وذرعان
بوع , بباعك
خفف , أخفاف
زفف , زفيفا
رفف , كالرفرف
صوع , الصواعالذي
حطط , والحطيط
سمط , تسميطا
قعع , وقعقاع
خيف , خيف
حوط , وحياطة
قرع , فأقرعه
مضض , إمضاضا
تيع , والتتايع
قضض , قضا
خضض , الخضخاض
وسع , واسعا
سقط , وسقاط
قبض , قبضت
لطط , كألط
نوط , ناطه
غطط , غطاطا
عضض , وعضوا
فضض , والفضاض
غوط , بالغيطان
وسط , فواسطه
نضض , ونضاضهم
جفف , التجفاف
خيف , خيفمنى
بوع , كالبوع
وفع , ويفع
نوط , نيط
شرع , وأشرع
